token,timestamp,iterations,elapsedtime,averagetime
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24520,1066.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24520,1066.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24520,1066.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24520,1066.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1066.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1066.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24520,1066.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24520,1066.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),6,24518,882
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1066.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1067
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24520,1066.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1067
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1067
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1067.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1067.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1067.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24521,1066.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1067.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1067.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1067.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1067.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24523,1067.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1067.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1068
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1068
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,777.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,777.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,777.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24522,777.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,777.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,777.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,778
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,778.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,778.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24522,1067.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,778.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,778.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,778.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,778.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,779
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,779
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,778.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,778.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24519,1065.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,779
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,778.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,779
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,779
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,779.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,779.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,779.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,779.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,779.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,779.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,779.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,779.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,779.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,779.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,779.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,779.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,779.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,779.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,780.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,780.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,780.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24525,780.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24526,780.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,781
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,781
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,781.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24517,1062.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,781.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,781.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,781.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24528,781.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24528,781.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24528,781.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24528,781.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24529,781.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24528,781.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24529,781.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24529,781.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24530,781.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24530,781.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24530,782
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24530,782
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24531,782.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24530,784.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24530,784.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24531,784.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24531,784.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24531,784.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24531,784.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24532,784.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24532,785
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24531,785
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24532,785
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24532,785.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24532,785.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24532,785.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24533,785.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24533,785.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24533,785.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24532,785.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24533,785.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24533,785.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24533,785.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24523,778.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24534,786
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24534,786
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24534,786.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24534,786.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24534,786.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24534,786.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24535,786.2857142857143
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24535,786.4285714285714
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24535,786.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24535,786.5714285714286
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24536,786.7142857142857
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24536,1063.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24535,1063.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24535,1063.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24536,1064
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24536,1064
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24536,1064.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24536,1064.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1064.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1064.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1064.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24536,1064.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1064.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1064.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24524,778.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1065
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1065.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1065.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1065.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1065.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1065.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1065.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1065.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1065.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1065.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24538,1066.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1066.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1066.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24537,1065
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1067.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24539,1067.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1067.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1068
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24534,785.8571428571429
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1068
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1068
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1068.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1068.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1068.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1068.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1068.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24540,1068.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1068.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1068.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1069
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1069
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1069.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1069.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1069.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24541,1069.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1069.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1069.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1069.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),7,24527,781.1428571428571
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1069.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1070
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24542,1070.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1070.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24543,1070.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24545,1071.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24545,1071.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24545,1071.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.6
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1071.8
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1072
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24545,1072
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24545,1072.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24545,1072.4
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24544,1072.2
LEOTIMING,Wed Feb 13 2019 10:50:16 GMT+0800 (HKT),5,24545,1073.2
